course_id,student_major,overall_rating,instructor_rating,difficulty_rating,workload_rating,practicality_rating,textbook_rating,exam_difficulty_rating,exam_fairness_rating,student_year,course_type,course_format,exam_format,proctoring_type,course_experience_feedback,improvement_suggestions,instructor_feedback,sentiment,limitations,suggestions
EEE 339,Electrical Engineering,5,1,5,1,5,1,5,4,2nd Year,Core,Lab,Oral,Online,The lectures lacked clarity and organization.,Improve instructor responsiveness to queries.,Instructor communication could be improved.,1,"Issues with grading, workload, or instructor responsiveness.",Maintain current structure; no major changes needed.
CSE 303,Mechanical Engineering,3,5,1,3,3,5,3,1,2nd Year,Elective,Lecture,Oral,Online,Average experience; workload was moderate.,Reduce workload or provide better support resources.,Instructor held helpful office hours.,3,Minor limitations; generally positive feedback.,Maintain current structure; no major changes needed.
ME 212,Mechanical Engineering,5,3,5,4,5,5,2,4,3rd Year,Core,Lab,Written,In-person,The lectures lacked clarity and organization.,Reduce workload or provide better support resources.,Instructor communication could be improved.,3,"Issues with grading, workload, or instructor responsiveness.",Maintain current structure; no major changes needed.
EEE 339,Electrical Engineering,1,1,1,4,4,5,5,1,4th Year,Core,Lecture,Oral,Online,"The course was okay, but could use more examples.",Add more practice exams or preparatory materials.,Instructor held helpful office hours.,1,Exam format or proctoring is problematic.,Add more practice exams or preparatory materials.
EEE 212,Electrical Engineering,4,1,2,4,5,1,2,3,1st Year,Core,Lab,Oral,Online,Instructor was unresponsive to questions and emails.,Improve instructor responsiveness to queries.,Instructor communication could be improved.,1,Issues with instructor responsiveness.,Improve instructor responsiveness to queries.
ME 212,Physics,2,5,3,4,3,5,2,4,3rd Year,Core,Lecture,Written,Online,Average experience; workload was moderate.,Add more practice exams or preparatory materials.,Instructor held helpful office hours.,3,Exam format or proctoring is problematic.,Add more practice exams or preparatory materials.
BIO 101,Computer Science,2,5,3,4,5,1,3,4,1st Year,Core,Lecture,Written,In-person,The lectures lacked clarity and organization.,Include more real-world examples and case studies.,Instructor provided timely feedback.,3,"Issues with grading, workload, or instructor responsiveness.",Include more real-world examples and case studies.
ME 212,Computer Science,2,5,4,1,1,4,5,2,2nd Year,Elective,Lecture,Written,Online,"The course was okay, but could use more examples.",Improve instructor responsiveness to queries.,Instructor provided timely feedback.,3,Exam format or proctoring is problematic.,Include more real-world examples and case studies.
CSE 303,Physics,4,2,5,3,5,3,1,3,4th Year,Elective,Lecture,Take-home,In-person,The lectures lacked clarity and organization.,Add more practice exams or preparatory materials.,Instructor provided timely feedback.,3,"Issues with grading, workload, or instructor responsiveness.",Add more practice exams or preparatory materials.
ME 212,Electrical Engineering,1,5,5,5,4,2,4,2,3rd Year,Core,Lab,Written,Online,Average experience; workload was moderate.,Improve instructor responsiveness to queries.,Instructor held helpful office hours.,3,Minor limitations; generally positive feedback.,Maintain current structure; no major changes needed.
CSE 101,Material Engineering,2,2,3,1,5,2,5,2,3rd Year,Elective,Lab,Oral,In-person,The course was well-structured and engaging.,Add more practice exams or preparatory materials.,Instructor held helpful office hours.,1,Exam format or proctoring is problematic.,Add more practice exams or preparatory materials.
ME 212,Biomedical Engineering,2,5,4,5,4,2,1,1,2nd Year,Elective,Lab,Take-home,Online,The course was well-structured and engaging.,Include more real-world examples and case studies.,Instructor held helpful office hours.,2,Exam format or proctoring is problematic.,Include more real-world examples and case studies.
EEE 339,Material Engineering,3,2,1,1,2,5,1,3,1st Year,Elective,Lab,Written,Online,The course was well-structured and engaging.,Reduce workload or provide better support resources.,Instructor communication could be improved.,1,Minor limitations; generally positive feedback.,Maintain current structure; no major changes needed.
CSE 202,Biomedical Engineering,5,1,1,3,4,5,2,2,1st Year,Elective,Lecture,Written,In-person,Average experience; workload was moderate.,Add more practice exams or preparatory materials.,Instructor held helpful office hours.,2,Exam format or proctoring is problematic.,Add more practice exams or preparatory materials.
CSE 303,Mechanical Engineering,3,4,3,5,3,1,5,2,3rd Year,Elective,Lab,Oral,Online,I enjoyed the hands-on projects and real-world applications.,Improve instructor responsiveness to queries.,Instructor communication could be improved.,2,Minor limitations; generally positive feedback.,Maintain current structure; no major changes needed.
EEE 212,Physics,2,1,5,2,5,2,4,5,2nd Year,Elective,Lecture,Written,Online,Course material was too difficult without enough guidance.,Add more practice exams or preparatory materials.,Instructor communication could be improved.,2,Course difficulty is high and needs better support.,Add more practice exams or preparatory materials.
CSE 303,Biomedical Engineering,2,4,5,1,5,1,3,5,2nd Year,Elective,Lab,Oral,In-person,Instructor was unresponsive to questions and emails.,Add more practice exams or preparatory materials.,Instructor provided timely feedback.,3,Issues with instructor responsiveness.,Add more practice exams or preparatory materials.
EE 404,Biomedical Engineering,2,3,3,2,2,2,1,4,4th Year,Elective,Lecture,Take-home,In-person,The course was well-structured and engaging.,Add more practice exams or preparatory materials.,Instructor provided timely feedback.,2,Exam format or proctoring is problematic.,Add more practice exams or preparatory materials.
EEE 339,Computer Science,1,5,5,5,4,2,1,4,1st Year,Core,Lecture,Take-home,In-person,I enjoyed the hands-on projects and real-world applications.,Reduce workload or provide better support resources.,Instructor communication could be improved.,1,Minor limitations; generally positive feedback.,Maintain current structure; no major changes needed.
CSE 202,Physics,4,2,5,3,1,1,3,2,3rd Year,Elective,Lecture,Take-home,Online,Instructor was unresponsive to questions and emails.,Improve instructor responsiveness to queries.,Instructor held helpful office hours.,1,Issues with instructor responsiveness.,Improve instructor responsiveness to queries.
EE 404,Computer Science,2,1,4,1,3,2,2,3,4th Year,Elective,Lab,Oral,Online,Average experience; workload was moderate.,Add more practice exams or preparatory materials.,Instructor held helpful office hours.,2,Exam format or proctoring is problematic.,Add more practice exams or preparatory materials.
EE 404,Physics,3,5,5,3,1,4,4,1,2nd Year,Elective,Lecture,Take-home,Online,"The course was okay, but could use more examples.",Improve instructor responsiveness to queries.,Instructor held helpful office hours.,3,Exam format or proctoring is problematic.,Include more real-world examples and case studies.
CSE 202,Biomedical Engineering,5,3,4,2,1,2,3,5,4th Year,Core,Lab,Oral,Online,The course was well-structured and engaging.,Add more practice exams or preparatory materials.,Instructor provided timely feedback.,1,Exam format or proctoring is problematic.,Add more practice exams or preparatory materials.
ME 212,Physics,5,1,3,2,4,2,5,3,2nd Year,Elective,Lecture,Written,In-person,Mixed feelings about the exams and grading.,Reduce workload or provide better support resources.,Instructor communication could be improved.,2,Exam format or proctoring is problematic.,Maintain current structure; no major changes needed.
EEE 212,Mechanical Engineering,5,1,1,5,2,2,1,5,2nd Year,Elective,Lecture,Oral,In-person,"The course was okay, but could use more examples.",Reduce workload or provide better support resources.,Instructor held helpful office hours.,1,Exam format or proctoring is problematic.,Include more real-world examples and case studies.
EE 404,Biomedical Engineering,4,4,3,4,1,2,3,3,2nd Year,Core,Lecture,Take-home,In-person,Average experience; workload was moderate.,Include more real-world examples and case studies.,Instructor communication could be improved.,1,Exam format or proctoring is problematic.,Include more real-world examples and case studies.
CSE 303,Computer Science,3,5,5,1,5,4,1,4,2nd Year,Core,Lecture,Written,In-person,"Lectures were clear, and the instructor was supportive.",Include more real-world examples and case studies.,Instructor provided timely feedback.,3,Exam format or proctoring is problematic.,Include more real-world examples and case studies.
CSE 202,Physics,1,4,1,2,4,5,1,3,2nd Year,Core,Lecture,Take-home,In-person,Mixed feelings about the exams and grading.,Include more real-world examples and case studies.,Instructor provided timely feedback.,2,Exam format or proctoring is problematic.,Include more real-world examples and case studies.
BIO 101,Electrical Engineering,1,4,5,2,3,3,1,5,3rd Year,Elective,Lecture,Take-home,Online,"Lectures were clear, and the instructor was supportive.",Improve instructor responsiveness to queries.,Instructor communication could be improved.,2,Minor limitations; generally positive feedback.,Maintain current structure; no major changes needed.
CSE 101,Physics,4,5,4,1,3,2,4,1,2nd Year,Core,Lecture,Take-home,Online,Instructor was unresponsive to questions and emails.,Include more real-world examples and case studies.,Instructor communication could be improved.,3,Issues with instructor responsiveness.,Include more real-world examples and case studies.
BIO 101,Electrical Engineering,5,5,4,3,1,5,5,4,2nd Year,Elective,Lecture,Take-home,Online,Instructor was unresponsive to questions and emails.,Improve instructor responsiveness to queries.,Instructor communication could be improved.,2,Issues with instructor responsiveness.,Improve instructor responsiveness to queries.
ME 212,Physics,1,4,3,3,2,3,4,1,1st Year,Core,Lab,Written,In-person,The lectures lacked clarity and organization.,Include more real-world examples and case studies.,Instructor provided timely feedback.,3,"Issues with grading, workload, or instructor responsiveness.",Include more real-world examples and case studies.
EEE 339,Physics,4,4,3,5,4,3,1,2,2nd Year,Core,Lab,Written,In-person,Average experience; workload was moderate.,Add more practice exams or preparatory materials.,Instructor communication could be improved.,3,Exam format or proctoring is problematic.,Add more practice exams or preparatory materials.
