course_id,student_major,overall_rating,instructor_rating,difficulty_rating,workload_rating,practicality_rating,textbook_rating,exam_difficulty_rating,exam_fairness_rating,student_year,course_type,course_format,exam_format,proctoring_type,course_experience_feedback,improvement_suggestions,instructor_feedback
ENG112,Computer Science,10,5,3,2,5,4,3,5,2nd Year,Major Requirement,Online,Multiple Choice,No Proctoring/Honor Code,This was an amazing course! The material was practical and the exams were a fair test of our knowledge.,The take-home exam format was great as it allowed for deeper thinking.,A truly great instructor. Made complex topics easy to understand and was very responsive to emails.
PHY205,Arts,6,3,4,5,2,2,5,1,Graduate,Major Requirement,In-Person,Mixed,No Proctoring/Honor Code,I felt completely lost. The final exam had questions on topics we never even covered.,The grading on the essay-based exams felt completely arbitrary and subjective.,Was not helpful during office hours when asked about the exam format.
ART150,Humanities,8,5,2,2,5,5,4,5,3rd Year,General Education,In-Person,Take-Home,In-Person Proctored,The labs were well-designed and the exams accurately reflected what we learned in lectures.,"It would be great if the lectures were recorded for exam review, but that's a minor point.",The professor was fantastic and prepared us well for the exams.
PSYCH440,Computer Science,6,5,1,1,2,2,1,5,2nd Year,Major Requirement,In-Person,Problem Sets,In-Person Proctored,The material was so basic it was boring. The take-home exams could be completed in under an hour.,Stop making the exams so easy. It encourages not learning the material.,Felt like the professor was just going through the motions. They didn't seem to care about academic rigor.
HIST101,Arts,6,1,4,4,1,1,5,1,1st Year,Major Requirement,In-Person,Take-Home,In-Person Proctored,This course was brutally difficult and the exams felt like they were designed to trick us.,The professor must provide practice exams that are similar in format and difficulty to the real thing.,The instructor was unapproachable and gave no guidance on what to expect for the exams.
ENG112,Computer Science,5,1,4,5,1,2,5,1,Graduate,Elective,Hybrid,Essay Based,No Proctoring/Honor Code,This course was brutally difficult and the exams felt like they were designed to trick us.,The professor must provide practice exams that are similar in format and difficulty to the real thing.,"The instructor is very unresponsive to emails, especially regarding exam grades."
CHEM210,Business,8,3,1,1,2,3,2,4,Graduate,Elective,In-Person,Mixed,No Proctoring/Honor Code,This was a classic GPA booster. The multiple-choice exams were ridiculously easy.,Stop making the exams so easy. It encourages not learning the material.,"The instructor was nice, but the grading on the exams was so lenient it was meaningless."
ENG112,Arts,7,4,2,2,2,4,2,5,2nd Year,Elective,Hybrid,Essay Based,In-Person Proctored,This was a classic GPA booster. The multiple-choice exams were ridiculously easy.,The exams need to be more rigorous to be worth the credits. The content should be much deeper.,"A friendly person, but not an effective educator. The exams were not a real measure of learning."
CS101,Business,10,4,2,3,4,3,3,5,4th Year,Major Requirement,In-Person,Multiple Choice,Online Proctored,I learned so much from the projects. The exams were challenging but manageable if you studied.,"It was perfect, no changes needed. Just keep doing what you're doing.",The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
PSYCH440,Computer Science,5,3,4,5,2,3,5,1,2nd Year,General Education,Hybrid,Take-Home,Online Proctored,"The online proctoring software was invasive and stressful, making the difficult exam even worse.",The grading on the essay-based exams felt completely arbitrary and subjective.,Was not helpful during office hours when asked about the exam format.
ECON101,Humanities,7,3,2,1,1,4,2,5,4th Year,Elective,In-Person,Problem Sets,Online Proctored,This was a classic GPA booster. The multiple-choice exams were ridiculously easy.,"This class should be a 100-level course, not a 300-level one. The curriculum needs a total refresh.","The instructor made everything, including the final exam, far too easy."
ART150,Business,6,1,5,5,1,3,5,1,2nd Year,Major Requirement,In-Person,Take-Home,Online Proctored,I felt completely lost. The final exam had questions on topics we never even covered.,The professor must provide practice exams that are similar in format and difficulty to the real thing.,"The instructor is very unresponsive to emails, especially regarding exam grades."
ENG112,Humanities,5,2,5,4,2,1,5,1,2nd Year,General Education,In-Person,Mixed,Online Proctored,"The online proctoring software was invasive and stressful, making the difficult exam even worse.",A better textbook is desperately needed. The current one is incomprehensible and useless for exam prep.,"The instructor is very unresponsive to emails, especially regarding exam grades."
CS101,Humanities,9,4,2,4,5,5,3,5,1st Year,General Education,In-Person,Essay Based,In-Person Proctored,One of the best courses I've taken. The study guides provided were incredibly helpful for the final.,"It would be great if the lectures were recorded for exam review, but that's a minor point.",The professor was fantastic and prepared us well for the exams.
ENG112,Computer Science,5,1,5,4,1,1,5,1,2nd Year,Major Requirement,In-Person,Essay Based,In-Person Proctored,I felt completely lost. The final exam had questions on topics we never even covered.,A better textbook is desperately needed. The current one is incomprehensible and useless for exam prep.,Was not helpful during office hours when asked about the exam format.
ECON101,Social Sciences,8,5,4,3,4,5,4,5,1st Year,Major Requirement,Online,Essay Based,No Proctoring/Honor Code,This was an amazing course! The material was practical and the exams were a fair test of our knowledge.,"Providing a practice exam would be a great addition, but the review sessions were very helpful.",The professor was fantastic and prepared us well for the exams.
ECON101,Humanities,9,4,3,3,4,3,3,4,2nd Year,Elective,Hybrid,Mixed,Online Proctored,The labs were well-designed and the exams accurately reflected what we learned in lectures.,"It was perfect, no changes needed. Just keep doing what you're doing.",The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
CS450,Computer Science,9,5,3,4,4,3,4,4,Graduate,General Education,Online,Problem Sets,In-Person Proctored,This was an amazing course! The material was practical and the exams were a fair test of our knowledge.,"It was perfect, no changes needed. Just keep doing what you're doing.",The professor was fantastic and prepared us well for the exams.
ART150,Humanities,9,5,3,3,4,4,3,5,3rd Year,Major Requirement,In-Person,Problem Sets,In-Person Proctored,I learned so much from the projects. The exams were challenging but manageable if you studied.,"It was perfect, no changes needed. Just keep doing what you're doing.",Cared deeply about student success and ensuring the tests were fair.
ART150,Social Sciences,5,3,5,4,1,1,5,1,1st Year,Elective,Online,Problem Sets,No Proctoring/Honor Code,"The workload was overwhelming, and there was a massive disconnect between lectures and the exam content.",A better textbook is desperately needed. The current one is incomprehensible and useless for exam prep.,The instructor was unapproachable and gave no guidance on what to expect for the exams.
CS450,Arts,8,4,1,2,1,3,1,5,Graduate,Major Requirement,In-Person,Essay Based,Online Proctored,The material was so basic it was boring. The take-home exams could be completed in under an hour.,The exams need to be more rigorous to be worth the credits. The content should be much deeper.,"The instructor made everything, including the final exam, far too easy."
CS101,Natural Sciences,8,5,2,4,4,4,3,5,4th Year,General Education,Hybrid,Take-Home,In-Person Proctored,This was an amazing course! The material was practical and the exams were a fair test of our knowledge.,"It would be great if the lectures were recorded for exam review, but that's a minor point.",A truly great instructor. Made complex topics easy to understand and was very responsive to emails.
HIST101,Humanities,9,5,2,4,4,4,4,5,4th Year,General Education,Hybrid,Essay Based,In-Person Proctored,One of the best courses I've taken. The study guides provided were incredibly helpful for the final.,"It would be great if the lectures were recorded for exam review, but that's a minor point.",The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
ENG112,Engineering,10,5,3,3,4,3,3,4,4th Year,General Education,In-Person,Essay Based,Online Proctored,This was an amazing course! The material was practical and the exams were a fair test of our knowledge.,"It was perfect, no changes needed. Just keep doing what you're doing.",A truly great instructor. Made complex topics easy to understand and was very responsive to emails.
